occurrence_no;record_type;reid_no;flags;collection_no;identified_name;identified_rank;identified_no;difference;accepted_name;accepted_attr;accepted_rank;accepted_no;early_interval;late_interval;max_ma;min_ma;ref_author;ref_pubyr;reference_no;phylum;class;order;family;genus;plant_organ;plant_organ2;abund_value;abund_unit;lng;lat;occurrence_comments;collection_name;collection_subset;collection_aka;cc;state;county;latlng_basis;latlng_precision;geogscale;geogcomments;paleomodel;geoplate;paleoage;paleolng;paleolat;cc;protected;direct_ma;direct_ma_error;direct_ma_unit;direct_ma_method;max_ma;max_ma_error;max_ma_unit;max_ma_method;min_ma;min_ma_error;min_ma_unit;min_ma_method;formation;stratgroup;member;stratscale;zone;localsection;localbed;localbedunit;localorder;regionalsection;regionalbed;regionalbedunit;regionalorder;stratcomments;lithdescript;lithology1;lithadj1;lithification1;minor_lithology1;fossilsfrom1;lithology2;lithadj2;lithification2;minor_lithology2;fossilsfrom2;environment;tectonic_setting;geology_comments;assembl_comps;articulated_parts;associated_parts;common_body_parts;rare_body_parts;feed_pred_traces;artifacts;component_comments;pres_mode;preservation_quality;spatial_resolution;temporal_resolution;lagerstatten;concentration;orientation;abund_in_sediment;sorting;fragmentation;bioerosion;encrustation;preservation_comments;collection_type;collection_methods;museum;collection_coverage;collection_size;rock_censused;collectors;collection_dates;collection_comments;taxonomy_comments;research_group;taxon_environment;environment_basis;motility;life_habit;vision;diet;reproduction;ontogeny;ecospace_comments;composition;architecture;thickness;reinforcement;image_no
649009;occ;;;70100;Cypraea tigris;species;60045;;Cypraea tigris;;species;60045;Late Miocene;;nov.63;5.333;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Cypraea;;;;;107.328.331;-7.015.000;;Junghuhn’s Locality O [Cilanang Fm];;;ID;;;based on nearby landmark;seconds;outcrop;GENERAL LOCATION: Junghuhn’s locality O: Southwestern part of the Bandung plateau. Rongga district, south of the Citaroum gorge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649010;occ;;;70100;Cypraea (Aricia) arabica;species;60023;recombined as;Mauritia arabica;;species;60023;Late Miocene;;nov.63;5.333;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Mauritia;;;;;107.328.331;-7.015.000;;Junghuhn’s Locality O [Cilanang Fm];;;ID;;;based on nearby landmark;seconds;outcrop;GENERAL LOCATION: Junghuhn’s locality O: Southwestern part of the Bandung plateau. Rongga district, south of the Citaroum gorge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649011;occ;;;70086;Cypraea sp.;genus;9724;;Cypraea;;genus;9724;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Cypraea;;;;;110.004.440;-7.491.667;;West Progo Group - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Kembang Sokkoh and Mount Spolong, Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;114.20;-8.57;ID;;;;;;;;;;;;;;;West Progo;;formation;;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649012;occ;;;70085;Cypraea (Aricia) simplicissima;species;342210;;Cypraea (Aricia) simplicissima;;species;342210;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Gisortia;;;;;110.004.440;-7.491.667;;Rembang Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Ngampel, Lodan, Sedan, and Gegunung of the Rembang District, and Ngembak near Semarang, north Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;114.20;-8.57;ID;;;;;;;;;;;;;;Rembang;;;formation;;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649013;occ;;;70100;Cypraea (Luponia) junghuhni;species;342470;subjective synonym of;Barycypraea murisimilis;;species;127321;Late Miocene;;nov.63;5.333;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Barycypraea;;;;;107.328.331;-7.015.000;;Junghuhn’s Locality O [Cilanang Fm];;;ID;;;based on nearby landmark;seconds;outcrop;GENERAL LOCATION: Junghuhn’s locality O: Southwestern part of the Bandung plateau. Rongga district, south of the Citaroum gorge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649014;occ;;;70100;Cypraea (Luponia) lynx;species;60039;recombined as;Cypraea (Lyncina) lynx;;species;60039;Late Miocene;;nov.63;5.333;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Lyncina;;;;;107.328.331;-7.015.000;;Junghuhn’s Locality O [Cilanang Fm];;;ID;;;based on nearby landmark;seconds;outcrop;GENERAL LOCATION: Junghuhn’s locality O: Southwestern part of the Bandung plateau. Rongga district, south of the Citaroum gorge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649018;occ;;;70105;Cypraea (Lyncina) vitellus;species;170605;;Cypraea (Lyncina) vitellus;;species;60046;Pliocene;;5.333;f�vr.58;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Lyncina;;;;;97.000.000;4.000.000;;Aceh, North Sumatra of Skwarko (1994);;;ID;;;based on nearby landmark;seconds;outcrop;GENERAL LOCATION: Aceh, north Sumatra. LAT/LONG: estimated based on Aceh, Indonesia.;gplates;616;mid;97.61;03.juin;ID;;;;;;;;;;;;;;;;;group of beds;;;;;;;;;;STRATIGRAPHIC RELATIONS: From unknown unit. Unknown relationship to other units. AGE: Late Miocene.;LITHOLOGY: Lithologic and lithification data not reported in text.;;;;;;;;;;;marine indet.;;ENVIRONMENT: Environmental data not reported in text.;macrofossils;;;;;;;;body;;;;;;;;;;;;TAPHONOMY: Taphonomic data not reported in text.;taxonomic;surface (in situ),field collection,survey of museum collection;;;;;;;COLLECTOR: Presumably K. Martin. REPOSITORY: Natt. Natuurhist. Mus., Leiden and GRDC Coll., Bandung (Indonesia).;COMPLETENESS: Exhaustive for Mollusca. Other groups not treated by primary reference. NOMENCLATURE: Authoritative and relatively modern nomenclature applied. Nomenclature revised by van den Hoek et al. (2002) and Hendy (2007).;marine invertebrate;;;actively mobile;epifaunal;limited;omnivore, grazer;;;;aragonite;;;;167
649019;occ;;;70081;Cypraea (Lyncina) vitellus;species;170605;;Cypraea (Lyncina) vitellus;;species;60046;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Lyncina;;;;;116.500.000;1.500.000;;Lower Menkrawit beds - Kalimantan;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Mangkalihat Peninsula, east Kalimantan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649020;occ;;;63040;Cypraea (Lyncina) vitellus;species;170605;;Cypraea (Lyncina) vitellus;;species;60046;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Lyncina;;;;;110.004.440;-7.491.667;;Nyalindung Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Ciangsana, Jawa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649022;occ;;;70121;Erosaria (Erosaria) erosa;species;335316;recombined as;Naria erosa;;species;60031;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Naria;;;;;97.583.336;1.083.333;;Island of Nias - Middle Miocene [Checklist of Skwarko, 1994];;;ID;;;based on nearby landmark;seconds;outcrop;GENERAL LOCATION: Hiliberuju, Nias Island [Nias, Pulau]. LAT/LONG: estimated based on Nias Island, Indonesia.;gplates;not computable using this model;mid;;;ID;;;;;;;;;;;;;;;;;group of beds;;;;;;;;;;STRATIGRAPHIC RELATIONS: From unknown unit. Unknown relationship to other units. AGE: Middle Miocene.;LITHOLOGY: Lithologic and lithification data not reported in text.;;;;;;;;;;;marine indet.;;ENVIRONMENT: Environmental data not reported in text.;macrofossils;;;;;;;;body;;;;;;;;;;;;TAPHONOMY: Taphonomic data not reported in text.;taxonomic;surface (in situ),field collection,survey of museum collection;;;;;;;COLLECTOR: Presumably van der Vlerk (1931). REPOSITORY: Natt. Natuurhist. Mus., Leiden and GRDC Coll., Bandung (Indonesia).;COMPLETENESS: Exhaustive for Mollusca. Other groups not treated by primary reference. NOMENCLATURE: Authoritative and relatively modern nomenclature applied. Nomenclature revised by van den Hoek et al. (2002) and Hendy (2007).;marine invertebrate;;;actively mobile;epifaunal;limited;omnivore, grazer;;;;aragonite;;;;167
649023;occ;;;70084;Erosaria (Erosaria) erosa;species;335316;recombined as;Naria erosa;;species;60031;Late Pliocene;;03.juin;f�vr.58;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Naria;;;;;110.004.440;-7.491.667;;Pucangan Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Cigugurm Trinil, and Padasmalang area, east of Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;110.68;-7.81;ID;;;;;;;;;;;;;;Pucangan;Kendeng;;formation;NN 16-18;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649024;occ;;;63040;Erosaria (Erosaria) erosa;species;335316;recombined as;Naria erosa;;species;60031;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Naria;;;;;110.004.440;-7.491.667;;Nyalindung Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Ciangsana, Jawa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649025;occ;;;70077;Erosaria (Erosaria) erosa;species;335316;recombined as;Naria erosa;;species;60031;Late Miocene;;nov.63;5.333;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Naria;;;;;110.004.440;-7.491.667;;Cilanang Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Cirebon area, Jawa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649026;occ;;;70079;Erosaria (Erosaria) pliostaphylaea;species;342820;;Erosaria (Erosaria) pliostaphylaea;;species;342819;Late Pliocene;;03.juin;f�vr.58;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Erosaria (Erosaria);;;;;110.004.440;-7.491.667;;Upper Kalibeng Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Mount Sadeng near Puger, east Jawa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649027;occ;;;70084;Erosaria (Erosaria) pliostaphylaea;species;342820;;Erosaria (Erosaria) pliostaphylaea;;species;342819;Late Pliocene;;03.juin;f�vr.58;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Erosaria (Erosaria);;;;;110.004.440;-7.491.667;;Pucangan Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Cigugurm Trinil, and Padasmalang area, east of Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;110.68;-7.81;ID;;;;;;;;;;;;;;Pucangan;Kendeng;;formation;NN 16-18;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649032;occ;;;70085;Erronea (Adusta) ijzermani;species;342678;;Erronea (Adusta) ijzermani;;species;342678;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Adusta;;;;;110.004.440;-7.491.667;[entered as Erronea (Adusta) jjzermani];Rembang Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Ngampel, Lodan, Sedan, and Gegunung of the Rembang District, and Ngembak near Semarang, north Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;114.20;-8.57;ID;;;;;;;;;;;;;;Rembang;;;formation;;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649033;occ;;;70107;Erronea (Adusta) kamai;species;337389;recombined as;Pustularia kamai;;species;337389;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Pustularia;;;;;118.983.330;1.033.333;;Locality 114 - Lower Menkrawit beds, Kalimantan;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: Mangkalihat Peninsula, east Kalimantan, Indonesia. LAT/LONG: estimated based on east Kalimantan, Indonesia.;gplates;620;mid;122.18;0.90;ID;;;;;;;;;;;;;;Lower Menkrawit;;;formation;;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units. AGE: Late Miocene according to Skwarko (1994);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649034;occ;;;70081;Erronea (Adusta) kamai;species;337389;recombined as;Pustularia kamai;;species;337389;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Pustularia;;;;;116.500.000;1.500.000;;Lower Menkrawit beds - Kalimantan;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Mangkalihat Peninsula, east Kalimantan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649035;occ;;;70079;Erronea (Adusta) jungens;species;342985;;Erronea (Adusta) jungens;;species;342985;Late Pliocene;;03.juin;f�vr.58;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Adusta;;;;;110.004.440;-7.491.667;;Upper Kalibeng Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Mount Sadeng near Puger, east Jawa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649036;occ;;;70085;Erronea (Adusta) proxima;species;343961;;Erronea (Adusta) proxima;;species;343961;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Adusta;;;;;110.004.440;-7.491.667;;Rembang Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Ngampel, Lodan, Sedan, and Gegunung of the Rembang District, and Ngembak near Semarang, north Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;114.20;-8.57;ID;;;;;;;;;;;;;;Rembang;;;formation;;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649037;occ;;;70085;Erronea (Adusta) rembangensis;species;343316;;Erronea (Adusta) rembangensis;;species;343315;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Adusta;;;;;110.004.440;-7.491.667;;Rembang Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Ngampel, Lodan, Sedan, and Gegunung of the Rembang District, and Ngembak near Semarang, north Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;114.20;-8.57;ID;;;;;;;;;;;;;;Rembang;;;formation;;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649038;occ;;;70085;Erronea (Adusta) sondeiana;species;342839;;Erronea (Adusta) sondeiana;;species;342838;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Adusta;;;;;110.004.440;-7.491.667;;Rembang Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Ngampel, Lodan, Sedan, and Gegunung of the Rembang District, and Ngembak near Semarang, north Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;114.20;-8.57;ID;;;;;;;;;;;;;;Rembang;;;formation;;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649040;occ;;;70084;Erronea (Adusta) semicostata;species;342497;;Erronea (Adusta) semicostata;;species;342496;Late Pliocene;;03.juin;f�vr.58;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Adusta;;;;;110.004.440;-7.491.667;;Pucangan Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Cigugurm Trinil, and Padasmalang area, east of Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;110.68;-7.81;ID;;;;;;;;;;;;;;Pucangan;Kendeng;;formation;NN 16-18;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649041;occ;;;70084;Erronea (Adusta) sondeiana;species;342839;;Erronea (Adusta) sondeiana;;species;342838;Late Pliocene;;03.juin;f�vr.58;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Adusta;;;;;110.004.440;-7.491.667;COMMENTS: from Sonde Mbr;Pucangan Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Cigugurm Trinil, and Padasmalang area, east of Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;110.68;-7.81;ID;;;;;;;;;;;;;;Pucangan;Kendeng;;formation;NN 16-18;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649042;occ;;;70079;Erronea (Adusta) sondeiana;species;342839;;Erronea (Adusta) sondeiana;;species;342838;Late Pliocene;;03.juin;f�vr.58;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Adusta;;;;;110.004.440;-7.491.667;;Upper Kalibeng Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Mount Sadeng near Puger, east Jawa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649213;occ;;;70085;Erronea (Cribraria) cincta;species;343899;;Erronea (Cribraria) cincta;;species;342027;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Erronea (Cribraria);;;;;110.004.440;-7.491.667;;Rembang Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Ngampel, Lodan, Sedan, and Gegunung of the Rembang District, and Ngembak near Semarang, north Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;114.20;-8.57;ID;;;;;;;;;;;;;;Rembang;;;formation;;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649214;occ;;;70086;Notadusta egregia;species;342485;;Notadusta egregia;;species;342485;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Notadusta;;;;;110.004.440;-7.491.667;;West Progo Group - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Kembang Sokkoh and Mount Spolong, Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;114.20;-8.57;ID;;;;;;;;;;;;;;;West Progo;;formation;;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649215;occ;;;70086;Notadusta spolongensis;species;342311;;Notadusta spolongensis;;species;342310;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Notadusta;;;;;110.004.440;-7.491.667;;West Progo Group - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Kembang Sokkoh and Mount Spolong, Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;114.20;-8.57;ID;;;;;;;;;;;;;;;West Progo;;formation;;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649217;occ;;;70084;Palmadusta (Palmadusta) modjokertensis;species;342335;;Palmadusta (Palmadusta) modjokertensis;;species;342334;Late Pliocene;;03.juin;f�vr.58;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Palmadusta (Palmadusta);;;;;110.004.440;-7.491.667;;Pucangan Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Cigugurm Trinil, and Padasmalang area, east of Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;110.68;-7.81;ID;;;;;;;;;;;;;;Pucangan;Kendeng;;formation;NN 16-18;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649219;occ;;;70085;Paulonaria lodanensis;species;337391;recombined as;Pustularia lodanensis;;species;337391;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Pustularia;;;;;110.004.440;-7.491.667;;Rembang Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Ngampel, Lodan, Sedan, and Gegunung of the Rembang District, and Ngembak near Semarang, north Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;114.20;-8.57;ID;;;;;;;;;;;;;;Rembang;;;formation;;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649222;occ;;;70085;Pustularia (Pustularia) everwijni;species;342600;recombined as;Erosaria everwijni;;species;337387;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Erosaria;;;;;110.004.440;-7.491.667;;Rembang Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Ngampel, Lodan, Sedan, and Gegunung of the Rembang District, and Ngembak near Semarang, north Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;114.20;-8.57;ID;;;;;;;;;;;;;;Rembang;;;formation;;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649223;occ;;;70086;Pustularia (Pustularia) everwijni;species;342600;recombined as;Erosaria everwijni;;species;337387;Middle Miocene;;15.98;nov.63;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Erosaria;;;;;110.004.440;-7.491.667;;West Progo Group - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Kembang Sokkoh and Mount Spolong, Jawa, Indonesia. LAT/LONG: estimated based on Java (Jawa), Indonesia. ;gplates;620;mid;114.20;-8.57;ID;;;;;;;;;;;;;;;West Progo;;formation;;;;;;;;;;STRATIGRAPHIC RELATIONS: Unknown relationship to other units;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649227;occ;;;70079;Staphylaea (Nuclearia) soloensis;species;342222;;Staphylaea (Nuclearia) soloensis;;species;342221;Late Pliocene;;03.juin;f�vr.58;Skwarko;1994;18160;Mollusca;Gastropoda;Sorbeoconcha;Cypraeidae;Staphylaea (Nuclearia);;;;;110.004.440;-7.491.667;;Upper Kalibeng Formation - Java;;;ID;;;based on nearby landmark;seconds;local area;GENERAL LOCATION: From multiple collections, including: Mount Sadeng near Puger, east Jawa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
